,statisticcat_desc,class_desc,Value,state_alpha,short_desc,group_desc,commodity_desc,year,Value_Harvested,Value_Planted,Value_Bearing
994,AREA PLANTED,"DRY EDIBLE, GREAT NORTHERN",97000,NE,"BEANS, DRY EDIBLE, GREAT NORTHERN, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,1998.0,,97000.0,
995,AREA PLANTED,"DRY EDIBLE, GREAT NORTHERN",96000,NE,"BEANS, DRY EDIBLE, GREAT NORTHERN, IRRIGATED - ACRES PLANTED",FIELD CROPS,BEANS,1997.0,,96000.0,
996,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",47700,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2018.0,47700.0,,
997,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",49700,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2017.0,49700.0,,
998,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",49000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2016.0,49000.0,,
999,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",44500,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2015.0,44500.0,,
1000,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",47500,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2014.0,47500.0,,
1001,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",49500,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2013.0,49500.0,,
1002,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",57500,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2012.0,57500.0,,
1003,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",57000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2011.0,57000.0,,
1004,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",63000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2010.0,63000.0,,
1005,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",69000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2009.0,69000.0,,
1006,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",51900,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2008.0,51900.0,,
1007,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",58000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2007.0,58000.0,,
1008,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",65000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2006.0,65000.0,,
1009,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",65000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2005.0,65000.0,,
1010,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",57000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2004.0,57000.0,,
1011,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",75000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2003.0,75000.0,,
1012,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",89000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2002.0,89000.0,,
1013,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",85000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2001.0,85000.0,,
1014,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",112000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2000.0,112000.0,,
1015,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",132000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1999.0,132000.0,,
1016,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",105000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1998.0,105000.0,,
1017,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",132000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1997.0,132000.0,,
1018,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",7800,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2015.0,7800.0,,
1019,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",6900,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2014.0,6900.0,,
1020,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",4800,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2013.0,4800.0,,
1021,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",7500,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2012.0,7500.0,,
1022,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",6000,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2011.0,6000.0,,
1023,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",9000,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2010.0,9000.0,,
1024,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",8000,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2009.0,8000.0,,
1025,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",5500,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2008.0,5500.0,,
1026,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",6000,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2007.0,6000.0,,
1027,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",10000,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2006.0,10000.0,,
1028,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",12500,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2005.0,12500.0,,
1029,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",8500,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2004.0,8500.0,,
1030,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",11000,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2003.0,11000.0,,
1031,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",17500,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2002.0,17500.0,,
1032,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",15000,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2001.0,15000.0,,
1033,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",16000,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2000.0,16000.0,,
1034,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",20900,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1999.0,20900.0,,
1035,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",19000,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1998.0,19000.0,,
1036,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",20000,KS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1997.0,20000.0,,
1037,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",178000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2018.0,178000.0,,
1038,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",163000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2017.0,163000.0,,
1039,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",147000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2016.0,147000.0,,
1040,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",182000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2015.0,182000.0,,
1041,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",148000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2014.0,148000.0,,
1042,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",120000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2013.0,120000.0,,
1043,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",155000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2012.0,155000.0,,
1044,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",135000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2011.0,135000.0,,
1045,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",175000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2010.0,175000.0,,
1046,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",140000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2009.0,140000.0,,
1047,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",145000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2008.0,145000.0,,
1048,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",145000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2007.0,145000.0,,
1049,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",135000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2006.0,135000.0,,
1050,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",135000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2005.0,135000.0,,
1051,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",100000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2004.0,100000.0,,
1052,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",110000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2003.0,110000.0,,
1053,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",155000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2002.0,155000.0,,
1054,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",105000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2001.0,105000.0,,
1055,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",150000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2000.0,150000.0,,
1056,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",165000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1999.0,165000.0,,
1057,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",175000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1998.0,175000.0,,
1058,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",165000,MN,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1997.0,165000.0,,
1059,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",131200,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2018.0,131200.0,,
1060,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",155000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2017.0,155000.0,,
1061,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",122000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2016.0,122000.0,,
1062,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",128500,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2015.0,128500.0,,
1063,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",156500,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2014.0,156500.0,,
1064,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",117600,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2013.0,117600.0,,
1065,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",133000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2012.0,133000.0,,
1066,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",105000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2011.0,105000.0,,
1067,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",155000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2010.0,155000.0,,
1068,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",115000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2009.0,115000.0,,
1069,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",126000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2008.0,126000.0,,
1070,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",107000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2007.0,107000.0,,
1071,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",124000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2006.0,124000.0,,
1072,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",172000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2005.0,172000.0,,
1073,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",110000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2004.0,110000.0,,
1074,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",148000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2003.0,148000.0,,
1075,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",165000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2002.0,165000.0,,
1076,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",148000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2001.0,148000.0,,
1077,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",156000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2000.0,156000.0,,
1078,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",187000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1999.0,187000.0,,
1079,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",188000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1998.0,188000.0,,
1080,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",180000,NE,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1997.0,180000.0,,
1081,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",18300,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2018.0,18300.0,,
1082,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",20000,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2017.0,20000.0,,
1083,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",24000,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2016.0,24000.0,,
1084,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",28000,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2015.0,28000.0,,
1085,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",21000,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2014.0,21000.0,,
1086,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",28100,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2013.0,28100.0,,
1087,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",17000,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2012.0,17000.0,,
1088,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",8000,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2011.0,8000.0,,
1089,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",19000,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2010.0,19000.0,,
1090,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",33700,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2009.0,33700.0,,
1091,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",21800,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2008.0,21800.0,,
1092,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",16200,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2007.0,16200.0,,
1093,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",18000,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2006.0,18000.0,,
1094,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",15300,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2005.0,15300.0,,
1095,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",17500,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2004.0,17500.0,,
1096,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",44000,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2003.0,44000.0,,
1097,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",32500,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2002.0,32500.0,,
1098,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",26400,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2001.0,26400.0,,
1099,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",16600,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2000.0,16600.0,,
1100,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",47000,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1999.0,47000.0,,
1101,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",13500,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1998.0,13500.0,,
1102,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",14000,TX,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1997.0,14000.0,,
1103,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",7900,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2015.0,7900.0,,
1104,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",7900,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2014.0,7900.0,,
1105,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",5400,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2013.0,5400.0,,
1106,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",5200,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2012.0,5200.0,,
1107,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",5300,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2011.0,5300.0,,
1108,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",6200,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2010.0,6200.0,,
1109,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",6400,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2009.0,6400.0,,
1110,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",6400,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2008.0,6400.0,,
1111,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",6000,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2007.0,6000.0,,
1112,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",5500,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2006.0,5500.0,,
1113,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",5700,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2005.0,5700.0,,
1114,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",4900,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2004.0,4900.0,,
1115,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",5900,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2003.0,5900.0,,
1116,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",7600,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2002.0,7600.0,,
1117,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",6600,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2001.0,6600.0,,
1118,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",8100,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,2000.0,8100.0,,
1119,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",8000,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1999.0,8000.0,,
1120,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",7200,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1998.0,7200.0,,
1121,AREA HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",9500,WI,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED",FIELD CROPS,BEANS,1997.0,9500.0,,
1122,AREA PLANTED,"DRY EDIBLE, INCL CHICKPEAS",48000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED",FIELD CROPS,BEANS,2018.0,,48000.0,
1123,AREA PLANTED,"DRY EDIBLE, INCL CHICKPEAS",50000,CA,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED",FIELD CROPS,BEANS,2017.0,,50000.0,
